event_id,source,event_time_raw,event_time_reconciled,user_id,user_name,ip_address,event_name,model_id,region,extra
0f84b8a6-e299-41bc-90a4-c9d77c284648,s3,2026-08-12T13:01:04.098491Z,2026-08-12T13:01:04.098491Z,AIDAAAB2352E2BC74502,ddavis,210.8.107.66,GetObject,model-fb0f350d,us-west-2,"{""bytes"": 11683233}"
8d2bb4e2-8f1c-48e6-adce-3bc76d4287d0,iam,2026-08-12T13:05:30.094856Z,2026-08-12T13:05:30.094856Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,ConsoleLogin,,us-east-1,{}
d0f72e36-9385-4938-9cfc-9bf46ea85be3,model_access,2026-08-12T13:23:05.610698Z,2026-08-12T13:23:05.610698Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,metadata_view,model-c3d6026b,,"{""success"": true}"
3d68eed9-bcb8-468c-95ef-4b431b554aee,model_access,2026-08-12T13:53:13.948781Z,2026-08-12T13:53:13.948781Z,AIDAC30E1DD5ED774161,shaneramirez,137.243.96.76,training_job,model-4d39bb85,,"{""success"": true}"
3e159223-4e75-4c01-8a79-a902b8e07c57,model_access,2026-08-12T13:55:51.170336Z,2026-08-12T13:55:51.170336Z,AIDA29BADC5B380841A3,stevennelson,66.13.238.40,metadata_view,model-fb83f2bd,,"{""success"": true}"
0147b11e-311d-4e8c-b696-b359c690dd3f,model_access,2026-08-12T14:15:28.796870Z,2026-08-12T14:15:28.796870Z,AIDA1E12E2D70A904F00,johnsonjoshua,196.89.6.126,inference_call,model-fb83f2bd,,"{""success"": true}"
e20d2355-00b1-4f68-b114-6581d6a29d94,model_access,2026-08-12T14:29:52.610223Z,2026-08-12T14:29:52.610223Z,AIDA29BADC5B380841A3,stevennelson,66.13.238.40,training_job,model-a6d96d3f,,"{""success"": true}"
d19cc5c0-43ae-413a-8e2d-ea73d0ef1d79,s3,2026-08-12T14:42:51.736147Z,2026-08-12T14:42:51.736147Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,GetObject,model-c3d6026b,eu-west-1,"{""bytes"": 50411339}"
124de21f-88f5-4ea8-b477-fbc29c7ef3b1,s3,2026-08-12T14:53:14.630291Z,2026-08-12T14:53:14.630291Z,AIDA24E6B74E51B74691,fjohnson,221.108.180.212,GetObject,model-886b3c7b,us-east-1,"{""bytes"": 6928990}"
e6779ad1-6b73-411c-9ee8-8a2fe6dd2e54,s3,2026-08-12T15:53:55.266504Z,2026-08-12T15:53:55.266504Z,AIDA1A8C72341B434D30,johnhoffman,136.218.109.97,GetObject,model-1f604561,us-west-2,"{""bytes"": 61442359}"
5f11239a-1007-4457-8a46-76b9fd4cad7a,ec2,2026-08-12T16:24:57.138635Z,2026-08-12T16:24:57.138635Z,AIDA29BADC5B380841A3,stevennelson,66.13.238.40,StartInstances,,us-west-2,{}
17d766e7-e52a-4741-808e-90fe78c75a7b,s3,2026-08-12T16:30:23.748416Z,2026-08-12T16:30:23.748416Z,AIDAC30E1DD5ED774161,shaneramirez,137.243.96.76,GetObject,model-00fe679f,us-west-2,"{""bytes"": 60664315}"
847ccba5-f46f-49ac-bab2-729bf0efeefc,s3,2026-08-12T16:31:28.185402Z,2026-08-12T16:31:28.185402Z,AIDAD119EB86BAC24FA8,yherrera,197.114.80.115,GetObject,model-cf586bef,us-east-1,"{""bytes"": 20883439}"
76b879e7-2d32-40ad-823a-9f35c089a36d,model_access,2026-08-12T16:36:11.875389Z,2026-08-12T16:36:11.875389Z,AIDAD119EB86BAC24FA8,yherrera,197.114.80.115,training_job,model-77f30768,,"{""success"": true}"
d734872d-b787-4b6e-88ad-af4d4c9e4ddf,model_access,2026-08-12T17:03:52.359165Z,2026-08-12T17:03:52.359165Z,AIDAD7E3B94030FD436D,janetwilliams,28.41.254.122,inference_call,model-00fe679f,,"{""success"": true}"
c174756e-0c9c-40d8-9188-1b76eb1ebe6b,iam,2026-08-12T17:35:52.262614Z,2026-08-12T17:35:52.262614Z,AIDA29BADC5B380841A3,stevennelson,66.13.238.40,ConsoleLogin,,eu-west-1,{}
e4bcf049-ad2d-408c-a233-fbe198ea1095,model_access,2026-08-12T17:38:50.553109Z,2026-08-12T17:38:50.553109Z,AIDA1A8C72341B434D30,johnhoffman,136.218.109.97,training_job,model-77f30768,,"{""success"": true}"
c045d15f-cea4-4041-b6fe-230ef51f116b,s3,2026-08-12T18:00:56.385956Z,2026-08-12T18:00:56.385956Z,AIDA29BADC5B380841A3,stevennelson,66.13.238.40,GetObject,model-fb83f2bd,us-west-2,"{""bytes"": 70869057}"
c20fd900-397c-4939-bd63-67cf87bceb65,model_access,2026-08-12T18:31:24.926225Z,2026-08-12T18:31:24.926225Z,AIDA9C40BFB9E5844DB0,richard13,216.121.229.251,training_job,model-cf586bef,,"{""success"": true}"
02964839-4145-4026-800e-aa072f60e7e7,iam,2026-08-12T18:44:44.901554Z,2026-08-12T18:44:44.901554Z,AIDAD119EB86BAC24FA8,yherrera,197.114.80.115,ConsoleLogin,,us-west-2,{}
1c6c8c93-bc36-4f37-a220-735a42be3019,model_access,2026-08-12T18:57:28.812747Z,2026-08-12T18:57:28.812747Z,AIDAC30E1DD5ED774161,shaneramirez,137.243.96.76,inference_call,model-6f9301e6,,"{""success"": true}"
659b10c4-b702-4994-bf7e-8727052ed478,model_access,2026-08-12T19:09:03.202277Z,2026-08-12T19:09:03.202277Z,AIDA1A8C72341B434D30,johnhoffman,136.218.109.97,inference_call,model-45e162fc,,"{""success"": true}"
a8a8d71d-84d2-476b-b415-55d05efa676b,model_access,2026-08-12T19:13:28.077317Z,2026-08-12T19:13:28.077317Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,metadata_view,model-6f9301e6,,"{""success"": true}"
1ae5112a-3954-4b24-95ea-4c0de2cb3fd3,s3,2026-08-12T19:19:50.430208Z,2026-08-12T19:19:50.430208Z,AIDA1E12E2D70A904F00,johnsonjoshua,196.89.6.126,GetObject,model-07fe161b,eu-west-1,"{""bytes"": 73645686}"
db2982e0-a485-4464-a4e2-6afe708b0b04,s3,2026-08-12T19:33:44.467334Z,2026-08-12T19:33:44.467334Z,AIDA672BC5F62602429A,shawn52,200.250.175.183,GetObject,model-0492cf38,us-west-2,"{""bytes"": 4844421}"
d91d3247-96cc-407d-a397-404cf9373b45,model_access,2026-08-12T19:39:58.907130Z,2026-08-12T19:39:58.907130Z,AIDA672BC5F62602429A,shawn52,200.250.175.183,metadata_view,model-2d062f5e,,"{""success"": true}"
438ae164-779d-4e6d-b159-ff224dfa60af,s3,2026-08-12T19:57:20.464402Z,2026-08-12T19:57:20.464402Z,AIDAAAB2352E2BC74502,ddavis,210.8.107.66,GetObject,model-d8cfab56,eu-west-1,"{""bytes"": 9514778}"
027a5a8a-5992-4f52-8732-adf8432a2d32,iam,2026-08-13T08:18:35.472940Z,2026-08-13T08:18:35.472940Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,ConsoleLogin,,us-west-2,{}
516ebe77-4d75-4b23-9c13-d82d6f94ab5b,iam,2026-08-13T09:32:40.357738Z,2026-08-13T09:32:40.357738Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,ConsoleLogin,,us-east-1,{}
56264b9d-0ccf-47e1-b31c-76a04d384b20,ec2,2026-08-13T09:35:33.668289Z,2026-08-13T09:35:33.668289Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,StopInstances,,us-west-2,{}
4c7302dd-8fe6-4e7e-907a-298e7fa45417,model_access,2026-08-13T09:51:47.662950Z,2026-08-13T09:51:47.662950Z,AIDA29BADC5B380841A3,stevennelson,66.13.238.40,inference_call,model-00fe679f,,"{""success"": true}"
aaf17b38-49d5-4d9d-9cdb-281e1f893ec9,s3,2026-08-13T10:16:04.439859Z,2026-08-13T10:16:04.439859Z,AIDAAAB2352E2BC74502,ddavis,210.8.107.66,GetObject,model-d8cfab56,us-east-1,"{""bytes"": 9514778}"
e7ffcefa-af76-43e3-bbec-c4c65cc9db5f,model_access,2026-08-13T10:39:11.793070Z,2026-08-13T10:39:11.793070Z,AIDAAAB2352E2BC74502,ddavis,210.8.107.66,metadata_view,model-aa5e8838,,"{""success"": true}"
a926e037-264a-41ac-a6c4-2e05d8d3f40e,iam,2026-08-13T10:47:37.676430Z,2026-08-13T10:47:37.676430Z,AIDA24E6B74E51B74691,fjohnson,221.108.180.212,ConsoleLogin,,us-east-1,{}
ca6521fa-fd72-4cba-8ff8-3e7e5448997a,s3,2026-08-13T11:01:42.300392Z,2026-08-13T11:01:42.300392Z,AIDAD119EB86BAC24FA8,yherrera,197.114.80.115,GetObject,model-45e162fc,us-east-1,"{""bytes"": 15225323}"
b0b22aef-e6ea-4476-b81c-02f8e77624a5,iam,2026-08-13T11:08:06.130288Z,2026-08-13T11:08:06.130288Z,AIDA720503BC41304CCE,susanrogers,177.99.242.44,ConsoleLogin,,us-east-1,{}
12afa04a-3e8f-4248-893d-785ed1e5289d,model_access,2026-08-13T11:31:19.741243Z,2026-08-13T11:31:19.741243Z,AIDA720503BC41304CCE,susanrogers,177.99.242.44,inference_call,model-aa5e8838,,"{""success"": true}"
71fe96a1-f139-4a56-820c-dcb6fab81fe4,model_access,2026-08-13T12:24:30.785933Z,2026-08-13T12:24:30.785933Z,AIDA9C40BFB9E5844DB0,richard13,216.121.229.251,training_job,model-77f30768,,"{""success"": true}"
c719f359-bd6f-4fe4-afe7-7cde852c1ba8,ec2,2026-08-13T12:30:14.384011Z,2026-08-13T12:30:14.384011Z,AIDAAAB2352E2BC74502,ddavis,210.8.107.66,StopInstances,,us-west-2,{}
96d6bdb9-7426-4be2-bb16-baff351dea15,model_access,2026-08-13T12:50:31.298121Z,2026-08-13T12:50:31.298121Z,AIDA1E12E2D70A904F00,johnsonjoshua,196.89.6.126,inference_call,model-886b3c7b,,"{""success"": true}"
8e02a452-597e-4749-bab6-b2c7387b4ecd,iam,2026-08-13T13:06:33.880592Z,2026-08-13T13:06:33.880592Z,AIDA24E6B74E51B74691,fjohnson,221.108.180.212,ConsoleLogin,,eu-west-1,{}
82f2a51b-e236-48aa-8136-cc2dffafd62b,model_access,2026-08-13T13:45:32.609350Z,2026-08-13T13:45:32.609350Z,AIDA24E6B74E51B74691,fjohnson,221.108.180.212,metadata_view,model-aa5e8838,,"{""success"": true}"
7fd6953f-cd16-4ff9-b69d-5ecfc652e2cb,model_access,2026-08-13T13:50:25.623574Z,2026-08-13T13:50:25.623574Z,AIDA672BC5F62602429A,shawn52,200.250.175.183,metadata_view,model-92159fc8,,"{""success"": true}"
a192b090-485f-4b1f-a5fa-87f702ed96ba,model_access,2026-08-13T14:29:17.279087Z,2026-08-13T14:29:17.279087Z,AIDAD7E3B94030FD436D,janetwilliams,28.41.254.122,inference_call,model-fb0f350d,,"{""success"": true}"
8569c14e-41fe-4167-94f0-ed3a56bd8791,model_access,2026-08-13T14:43:55.677146Z,2026-08-13T14:43:55.677146Z,AIDA720503BC41304CCE,susanrogers,177.99.242.44,training_job,model-691a355f,,"{""success"": true}"
782e4836-2303-42b0-8b45-7013226953f5,iam,2026-08-13T15:04:03.654866Z,2026-08-13T15:04:03.654866Z,AIDAAAB2352E2BC74502,ddavis,210.8.107.66,ConsoleLogin,,us-east-1,{}
bd3b0c86-730f-4f7c-b73f-9a6f65b6ae9f,model_access,2026-08-13T15:07:46.130600Z,2026-08-13T15:07:46.130600Z,AIDAD7E3B94030FD436D,janetwilliams,28.41.254.122,metadata_view,model-cf586bef,,"{""success"": true}"
254ea07f-70ee-4f2f-9e6d-e640316ed8fb,model_access,2026-08-13T15:36:45.943959Z,2026-08-13T15:36:45.943959Z,AIDAC30E1DD5ED774161,shaneramirez,137.243.96.76,inference_call,model-92159fc8,,"{""success"": true}"
4eb6a97b-9fd5-488e-9723-9c1df53af16b,s3,2026-08-13T15:43:10.336547Z,2026-08-13T15:43:10.336547Z,AIDA29BADC5B380841A3,stevennelson,66.13.238.40,GetObject,model-00fe679f,eu-west-1,"{""bytes"": 60664315}"
5b0832a8-af46-4ac5-8fda-ac0e5b8b343b,s3,2026-08-13T15:44:21.965693Z,2026-08-13T15:44:21.965693Z,AIDA29BADC5B380841A3,stevennelson,66.13.238.40,GetObject,model-d8cfab56,eu-west-1,"{""bytes"": 9514778}"
e5d9c3fe-dc0e-445f-9ac8-bde83a1997bc,model_access,2026-08-13T16:13:27.014202Z,2026-08-13T16:13:27.014202Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,metadata_view,model-00fe679f,,"{""success"": true}"
330db644-785d-44ca-b8da-c758268300a1,s3,2026-08-13T16:47:56.086773Z,2026-08-13T16:47:56.086773Z,AIDA720503BC41304CCE,susanrogers,177.99.242.44,GetObject,model-6f9301e6,us-east-1,"{""bytes"": 21583888}"
b1344d72-3888-49e3-9987-ecec802cf97b,ec2,2026-08-13T16:51:45.127208Z,2026-08-13T16:51:45.127208Z,AIDAD7E3B94030FD436D,janetwilliams,28.41.254.122,StartInstances,,us-east-1,{}
9297cbba-448d-428d-8a5c-94b6c160026f,model_access,2026-08-13T17:01:52.137120Z,2026-08-13T17:01:52.137120Z,AIDAC30E1DD5ED774161,shaneramirez,137.243.96.76,metadata_view,model-5cc09e0c,,"{""success"": true}"
a9a96159-a6d2-4ec2-9a88-6f202506e595,s3,2026-08-13T17:37:03.800437Z,2026-08-13T17:37:03.800437Z,AIDA720503BC41304CCE,susanrogers,177.99.242.44,GetObject,model-8f80af0f,eu-west-1,"{""bytes"": 56465817}"
58219b78-47c8-449b-9aa8-3c8006c7b04e,iam,2026-08-13T17:41:37.830210Z,2026-08-13T17:41:37.830210Z,AIDAAAB2352E2BC74502,ddavis,210.8.107.66,ConsoleLogin,,eu-west-1,{}
9c471e50-e328-439c-bbbe-9e6117b684b0,model_access,2026-08-13T17:54:09.602861Z,2026-08-13T17:54:09.602861Z,AIDAAAB2352E2BC74502,ddavis,210.8.107.66,training_job,model-77f30768,,"{""success"": true}"
b1d1e01d-b925-4628-9199-4980d7c86e89,model_access,2026-08-13T18:06:42.137478Z,2026-08-13T18:06:42.137478Z,AIDA1E12E2D70A904F00,johnsonjoshua,196.89.6.126,metadata_view,model-77f30768,,"{""success"": true}"
0a65e4df-9a1d-47c6-ad7d-ea4e41922a8f,iam,2026-08-13T18:53:43.047330Z,2026-08-13T18:53:43.047330Z,AIDA1A8C72341B434D30,johnhoffman,136.218.109.97,ConsoleLogin,,us-west-2,{}
b4fa8453-201f-4bcf-b375-7d4b82e03f9b,s3,2026-08-13T19:16:28.996115Z,2026-08-13T19:16:28.996115Z,AIDAAAB2352E2BC74502,ddavis,210.8.107.66,GetObject,model-aa5e8838,us-west-2,"{""bytes"": 64718110}"
fcb9f1da-a081-4cc5-b7c1-aed3a797e223,ec2,2026-08-13T19:27:03.841716Z,2026-08-13T19:27:03.841716Z,AIDA24E6B74E51B74691,fjohnson,221.108.180.212,StopInstances,,eu-west-1,{}
ae48847d-fd7b-42d7-b1e1-3fabcbf9383f,s3,2026-08-13T19:34:46.377898Z,2026-08-13T19:34:46.377898Z,AIDAD7E3B94030FD436D,janetwilliams,28.41.254.122,GetObject,model-d8cfab56,eu-west-1,"{""bytes"": 9514778}"
951974f2-2112-409b-af44-9eaeec0d0dc1,model_access,2026-08-13T19:40:29.651364Z,2026-08-13T19:40:29.651364Z,AIDAD119EB86BAC24FA8,yherrera,197.114.80.115,training_job,model-1f604561,,"{""success"": true}"
6cd12842-df6a-4c6f-bc53-a2ac3fd5f547,model_access,2026-08-13T19:44:30.351421Z,2026-08-13T19:44:30.351421Z,AIDA24E6B74E51B74691,fjohnson,221.108.180.212,inference_call,model-00fe679f,,"{""success"": true}"
065a2c8c-7e72-4e2e-9176-ce60bf983253,model_access,2026-08-13T19:49:19.180297Z,2026-08-13T19:49:19.180297Z,AIDAAAB2352E2BC74502,ddavis,210.8.107.66,training_job,model-cf586bef,,"{""success"": true}"
19586c9e-95c0-47c4-88c8-bef8bef0d93b,model_access,2026-08-14T08:19:38.105168Z,2026-08-14T08:19:38.105168Z,AIDAD119EB86BAC24FA8,yherrera,197.114.80.115,training_job,model-fe533931,,"{""success"": true}"
a1880917-2d43-4c6e-9de6-b320453bec96,model_access,2026-08-14T08:25:13.152602Z,2026-08-14T08:25:13.152602Z,AIDAD119EB86BAC24FA8,yherrera,197.114.80.115,metadata_view,model-1f604561,,"{""success"": true}"
2f50fccf-c377-4843-a7f1-de63e70eef42,iam,2026-08-14T08:37:33.007900Z,2026-08-14T08:37:33.007900Z,AIDA9C40BFB9E5844DB0,richard13,216.121.229.251,ConsoleLogin,,eu-west-1,{}
54aa1ba4-577f-4c60-a14c-9845d3f83dd5,s3,2026-08-14T08:39:07.444499Z,2026-08-14T08:39:07.444499Z,AIDA720503BC41304CCE,susanrogers,177.99.242.44,GetObject,model-25eb31b3,us-east-1,"{""bytes"": 53708062}"
9417892c-3d82-4918-a3ac-6acd187a56f9,model_access,2026-08-14T09:21:07.378366Z,2026-08-14T09:21:07.378366Z,AIDAD119EB86BAC24FA8,yherrera,197.114.80.115,training_job,model-25eb31b3,,"{""success"": true}"
d585c3d3-2aab-43d8-9660-757caa55a191,iam,2026-08-14T09:39:39.447672Z,2026-08-14T09:39:39.447672Z,AIDAAAB2352E2BC74502,ddavis,210.8.107.66,ConsoleLogin,,eu-west-1,{}
f5e11b88-a4c6-42cf-83ae-bbb51502857f,model_access,2026-08-14T10:12:49.605249Z,2026-08-14T10:12:49.605249Z,AIDA1E12E2D70A904F00,johnsonjoshua,196.89.6.126,inference_call,model-709c6a23,,"{""success"": true}"
082fd6f1-8bf4-4436-9d71-9583ef04378b,iam,2026-08-14T11:01:18.334586Z,2026-08-14T11:01:18.334586Z,AIDAD7E3B94030FD436D,janetwilliams,28.41.254.122,ConsoleLogin,,us-east-1,{}
01e57941-4b14-4d52-963f-046b4882e150,s3,2026-08-14T11:44:12.059510Z,2026-08-14T11:44:12.059510Z,AIDA29BADC5B380841A3,stevennelson,66.13.238.40,GetObject,model-77f30768,eu-west-1,"{""bytes"": 62761467}"
1ce39ec9-3ace-4aa5-9ecd-6d9a117bea0d,model_access,2026-08-14T11:48:15.489725Z,2026-08-14T11:48:15.489725Z,AIDA9C40BFB9E5844DB0,richard13,216.121.229.251,training_job,model-8f80af0f,,"{""success"": true}"
59a34927-43ed-4acc-957e-bab9006606d6,s3,2026-08-14T12:10:30.086077Z,2026-08-14T12:10:30.086077Z,AIDA720503BC41304CCE,susanrogers,177.99.242.44,GetObject,model-a6d96d3f,eu-west-1,"{""bytes"": 41930457}"
a4eb8523-915f-4fbb-a803-606f73af684b,iam,2026-08-14T12:18:18.318764Z,2026-08-14T12:18:18.318764Z,AIDAC30E1DD5ED774161,shaneramirez,137.243.96.76,ConsoleLogin,,us-east-1,{}
e4d136f8-8ed3-47cd-a7dc-d0b8ac66f325,s3,2026-08-14T12:32:29.636627Z,2026-08-14T12:32:29.636627Z,AIDAAAB2352E2BC74502,ddavis,210.8.107.66,GetObject,model-886b3c7b,us-west-2,"{""bytes"": 6928990}"
663c7c01-5532-4e89-b4cd-e801fda57d34,ec2,2026-08-14T13:02:23.354158Z,2026-08-14T13:02:23.354158Z,AIDA672BC5F62602429A,shawn52,200.250.175.183,StartInstances,,eu-west-1,{}
b1a69507-4632-4b9b-9883-cc4da58e5224,model_access,2026-08-14T13:11:27.906244Z,2026-08-14T13:11:27.906244Z,AIDA720503BC41304CCE,susanrogers,177.99.242.44,inference_call,model-709c6a23,,"{""success"": true}"
0e21396a-00e3-4fe4-9443-6cca53963cb2,model_access,2026-08-14T13:14:27.814447Z,2026-08-14T13:14:27.814447Z,AIDAC30E1DD5ED774161,shaneramirez,137.243.96.76,training_job,model-25eb31b3,,"{""success"": true}"
53d85227-788b-42a9-8241-29d01eb603a3,s3,2026-08-14T13:34:30.157978Z,2026-08-14T13:34:30.157978Z,AIDA1A8C72341B434D30,johnhoffman,136.218.109.97,GetObject,model-fe533931,eu-west-1,"{""bytes"": 50918850}"
267c882c-bab3-41ea-9abe-ac144033458d,iam,2026-08-14T13:56:52.041930Z,2026-08-14T13:56:52.041930Z,AIDAAAB2352E2BC74502,ddavis,210.8.107.66,ConsoleLogin,,eu-west-1,{}
477b856f-8648-428d-a09d-3d6944bea9e2,model_access,2026-08-14T14:19:18.673047Z,2026-08-14T14:19:18.673047Z,AIDA9C40BFB9E5844DB0,richard13,216.121.229.251,metadata_view,model-45e162fc,,"{""success"": true}"
f553b8ca-65a9-4260-985f-e30a454cb45d,model_access,2026-08-14T14:34:23.849498Z,2026-08-14T14:34:23.849498Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,metadata_view,model-fb0f350d,,"{""success"": true}"
77073ee8-120a-416b-a829-df2cbeef6f7e,model_access,2026-08-14T14:56:52.619496Z,2026-08-14T14:56:52.619496Z,AIDA1E12E2D70A904F00,johnsonjoshua,196.89.6.126,metadata_view,model-0492cf38,,"{""success"": true}"
c8ef36bb-8ed4-4fe0-83f6-14f73261b37a,model_access,2026-08-14T15:21:25.052922Z,2026-08-14T15:21:25.052922Z,AIDA672BC5F62602429A,shawn52,200.250.175.183,training_job,model-77f30768,,"{""success"": true}"
a1e6e3ec-33da-40b6-a0c3-b8a4bcfa70b3,model_access,2026-08-14T15:30:39.815204Z,2026-08-14T15:30:39.815204Z,AIDA672BC5F62602429A,shawn52,200.250.175.183,metadata_view,model-886b3c7b,,"{""success"": true}"
3a681f7f-e752-46d8-be66-e78024aea7d6,iam,2026-08-14T15:58:01.246261Z,2026-08-14T15:58:01.246261Z,AIDA1E12E2D70A904F00,johnsonjoshua,196.89.6.126,ConsoleLogin,,us-west-2,{}
a40c8e7e-f05a-46c2-bc3f-7b85c591defd,model_access,2026-08-14T16:09:21.099434Z,2026-08-14T16:09:21.099434Z,AIDA1A8C72341B434D30,johnhoffman,136.218.109.97,metadata_view,model-4d39bb85,,"{""success"": true}"
8f591f7b-a67e-4ffe-a012-520b1646273c,model_access,2026-08-14T16:13:33.006182Z,2026-08-14T16:13:33.006182Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,metadata_view,model-8f80af0f,,"{""success"": true}"
49432c7d-4e24-4d39-9841-eab1b74d38f4,ec2,2026-08-14T16:18:04.102936Z,2026-08-14T16:18:04.102936Z,AIDAD7E3B94030FD436D,janetwilliams,28.41.254.122,StopInstances,,eu-west-1,{}
01eb6fc5-6dcd-44bd-b01b-ddfaf18369c5,iam,2026-08-14T16:33:23.170694Z,2026-08-14T16:33:23.170694Z,AIDA672BC5F62602429A,shawn52,200.250.175.183,ConsoleLogin,,us-east-1,{}
0caaf67d-2192-4163-8684-1179d4fb7417,iam,2026-08-14T16:40:06.467653Z,2026-08-14T16:40:06.467653Z,AIDA24E6B74E51B74691,fjohnson,221.108.180.212,ConsoleLogin,,eu-west-1,{}
5c44ffc6-57ba-428f-a3c4-5fa374a441cd,s3,2026-08-14T17:03:42.906875Z,2026-08-14T17:03:42.906875Z,AIDAD119EB86BAC24FA8,yherrera,197.114.80.115,GetObject,model-691a355f,eu-west-1,"{""bytes"": 63612911}"
f7d6c744-4f7e-40c3-a1c5-15ba194b9b98,ec2,2026-08-14T17:08:35.524130Z,2026-08-14T17:08:35.524130Z,AIDA24E6B74E51B74691,fjohnson,221.108.180.212,StopInstances,,us-west-2,{}
57180d5c-b6d5-49ec-9397-f6d5f4829cbe,model_access,2026-08-14T17:34:12.206878Z,2026-08-14T17:34:12.206878Z,AIDA9C40BFB9E5844DB0,richard13,216.121.229.251,metadata_view,model-25eb31b3,,"{""success"": true}"
08575599-e0f8-4d7c-8c46-7c673bd196f3,model_access,2026-08-14T17:46:33.888813Z,2026-08-14T17:46:33.888813Z,AIDAD7E3B94030FD436D,janetwilliams,28.41.254.122,metadata_view,model-07fe161b,,"{""success"": true}"
cf4c235f-73e8-4dc5-9264-eadcb1b62984,s3,2026-08-14T18:05:16.313110Z,2026-08-14T18:05:16.313110Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,GetObject,model-0492cf38,eu-west-1,"{""bytes"": 4844421}"
028f9f8d-10a0-4080-a131-f4459f3d5a9c,s3,2026-08-14T18:24:42.729413Z,2026-08-14T18:24:42.729413Z,AIDA720503BC41304CCE,susanrogers,177.99.242.44,GetObject,model-aa5e8838,eu-west-1,"{""bytes"": 64718110}"
dfaf635d-8f1e-421c-8a3b-b7cca0a57f31,model_access,2026-08-14T18:45:49.459601Z,2026-08-14T18:45:49.459601Z,AIDA1A8C72341B434D30,johnhoffman,136.218.109.97,inference_call,model-0492cf38,,"{""success"": true}"
4dd36e01-3d5c-4598-8d6f-fa62c6ec2b79,model_access,2026-08-14T19:58:39.935180Z,2026-08-14T19:58:39.935180Z,AIDAAAB2352E2BC74502,ddavis,210.8.107.66,metadata_view,model-fb0f350d,,"{""success"": true}"
7da408f0-8145-4021-9404-4500e8ab2454,ec2,2026-08-14T19:59:44.365967Z,2026-08-14T19:59:44.365967Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,StartInstances,,us-west-2,{}
30837861-366a-4850-8fc0-7dc3e269b180,s3,2026-08-15T08:06:39.378172Z,2026-08-15T08:06:39.378172Z,AIDA1A8C72341B434D30,johnhoffman,136.218.109.97,GetObject,model-fb83f2bd,us-west-2,"{""bytes"": 70869057}"
ae93d2b9-6593-4a92-87d5-f70473ae2c28,ec2,2026-08-15T08:37:29.540381Z,2026-08-15T08:37:29.540381Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,StartInstances,,eu-west-1,{}
bb6ad0e2-d9ac-4275-862b-28d8c66f8fa4,model_access,2026-08-15T08:51:43.146774Z,2026-08-15T08:51:43.146774Z,AIDA24E6B74E51B74691,fjohnson,221.108.180.212,metadata_view,model-07fe161b,,"{""success"": true}"
1bc6cf94-171e-428e-a105-1c36204cddd3,iam,2026-08-15T09:09:14.649506Z,2026-08-15T09:09:14.649506Z,AIDA720503BC41304CCE,susanrogers,177.99.242.44,ConsoleLogin,,us-east-1,{}
e11d0cb2-2ef2-4ffe-a938-2eb92adc894c,model_access,2026-08-15T09:16:40.323674Z,2026-08-15T09:16:40.323674Z,AIDA720503BC41304CCE,susanrogers,177.99.242.44,inference_call,model-00fe679f,,"{""success"": true}"
ff516822-1b84-4246-827a-155aeb2ae6b4,s3,2026-08-15T09:36:13.142378Z,2026-08-15T09:36:13.142378Z,AIDA29BADC5B380841A3,stevennelson,66.13.238.40,GetObject,model-8f80af0f,us-west-2,"{""bytes"": 56465817}"
1a71c51a-3782-440b-bb2b-a266d53d0b84,s3,2026-08-15T09:49:15.242521Z,2026-08-15T09:49:15.242521Z,AIDAD7E3B94030FD436D,janetwilliams,28.41.254.122,GetObject,model-fb83f2bd,us-west-2,"{""bytes"": 70869057}"
684935e5-4114-4e0c-87d3-9414d06e62f2,ec2,2026-08-15T09:51:23.380881Z,2026-08-15T09:51:23.380881Z,AIDAD119EB86BAC24FA8,yherrera,197.114.80.115,StopInstances,,us-west-2,{}
b546722f-5d88-4c34-8de5-f2f4b7ed5ba9,iam,2026-08-15T10:55:19.653626Z,2026-08-15T10:55:19.653626Z,AIDA1A8C72341B434D30,johnhoffman,136.218.109.97,ConsoleLogin,,us-east-1,{}
e58acf9e-e945-41b9-af61-c93969210f4d,model_access,2026-08-15T11:19:57.269947Z,2026-08-15T11:19:57.269947Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,metadata_view,model-886b3c7b,,"{""success"": true}"
8b81790f-b228-4dd7-87ff-3bfa295570e2,s3,2026-08-15T12:14:26.390295Z,2026-08-15T12:14:26.390295Z,AIDA24E6B74E51B74691,fjohnson,221.108.180.212,GetObject,model-25eb31b3,us-east-1,"{""bytes"": 53708062}"
